CA,STATION,TIME,ENTRIES,EXITS,DELTA_ENTRY,DELTA_EXIT,TOTAL_DELTA
N078,14 ST,09:00:00,260535389.85074627,44189342.686567165,1433.089552238806,2674.0746268656717,4107.164179104478
N513,14 ST,11:00:00,5142413.933333334,4237339.933333334,347.8,860.7333333333333,1208.5333333333333
R128,14 ST,11:00:00,29178431.733333334,16270517.133333333,1079.0666666666666,888.4,1967.4666666666667
N512,14 ST,11:00:00,25148858.6,31407692.533333335,830.0,1339.4666666666667,2169.4666666666667
R127,14 ST,11:00:00,247080645.73333332,69226583.13333334,2042.4666666666667,1707.6666666666667,3750.133333333333
N511,14 ST,11:00:00,12175953.0,9386994.4,428.1333333333333,465.8,893.9333333333333
N510,14 ST,11:00:00,223289939.93333334,142225030.86666667,322.53333333333336,616.4666666666667,939.0
N510,14 ST,12:00:00,229312171.37313432,145467553.8955224,356.35820895522386,499.7014925373134,856.0597014925373
N513,14 ST,12:00:00,5255002.76119403,4411930.641791045,372.2089552238806,815.4776119402985,1187.686567164179
N511,14 ST,12:00:00,12683340.04477612,9811993.179104477,517.3283582089553,492.5820895522388,1009.9104477611941
N512,14 ST,12:00:00,25424275.04477612,31799798.507462688,982.8507462686567,1350.6716417910447,2333.5223880597014
N078,14 ST,12:00:00,259912157.0,43841033.13333333,2759.2,2987.733333333333,5746.933333333333
R127,14 ST,12:00:00,246384852.0447761,68856245.3880597,2529.8805970149256,1816.3283582089553,4346.20895522388
R128,14 ST,12:00:00,29234939.402985074,16323489.865671642,1165.55223880597,916.6865671641791,2082.2388059701493
N078,14 ST,13:00:00,260581065.82089552,44217587.7761194,3118.8507462686566,3237.6716417910447,6356.522388059701
R128,14 ST,15:00:00,29179510.8,16271405.533333333,1481.0666666666666,880.3333333333334,2361.4
N512,14 ST,15:00:00,25149688.6,31409032.0,1301.4,1392.8,2694.2
N513,14 ST,15:00:00,5142761.733333333,4238200.666666667,550.2,867.6666666666666,1417.8666666666666
R127,14 ST,15:00:00,247082688.2,69228290.8,3108.866666666667,1698.3333333333333,4807.2
N510,14 ST,15:00:00,223699403.86666667,142691234.0,539.1333333333333,570.8666666666667,1110.0
N511,14 ST,15:00:00,11875949.333333334,9244309.866666667,758.2,447.26666666666665,1205.4666666666667
R127,14 ST,16:00:00,246387381.92537314,68858061.71641791,3098.582089552239,1536.1940298507463,4634.776119402985
R128,14 ST,16:00:00,29236104.95522388,16324406.552238805,1321.3283582089553,821.223880597015,2142.5522388059703
N512,14 ST,16:00:00,25308742.14925373,31722494.04477612,1242.3432835820895,1290.0298507462687,2532.373134328358
N510,14 ST,16:00:00,229469788.20895523,145689752.97014925,435.1044776119403,356.74626865671644,791.8507462686567
N511,14 ST,16:00:00,12612648.76119403,9722350.19402985,669.6865671641791,347.64179104477614,1017.3283582089553
N513,14 ST,16:00:00,5309442.208955224,4433488.701492538,458.0149253731343,670.2985074626865,1128.313432835821
N078,14 ST,16:00:00,259914916.2,43844020.86666667,3451.733333333333,2357.4666666666667,5809.2
N078,14 ST,17:00:00,260562341.7761194,44196166.37313433,3072.402985074627,2185.820895522388,5258.223880597015
R127,14 ST,19:00:00,247085797.06666666,69229989.13333334,2039.0666666666666,928.9333333333333,2968.0
N510,14 ST,19:00:00,223706838.53333333,142692503.26666668,297.4,180.93333333333334,478.3333333333333
N511,14 ST,19:00:00,11476206.8,8859605.333333334,394.93333333333334,143.93333333333334,538.8666666666667
N512,14 ST,19:00:00,25150990.0,31410424.8,890.4666666666667,764.9333333333333,1655.4
R128,14 ST,19:00:00,29180991.866666667,16272285.866666667,1079.3333333333333,455.06666666666666,1534.4
N513,14 ST,19:00:00,5143311.933333334,4239068.333333333,350.93333333333334,376.6666666666667,727.6
N511,14 ST,20:00:00,12612642.970149254,9778668.447761195,269.85074626865674,107.19402985074628,377.04477611940297
N512,14 ST,20:00:00,25309984.492537312,31723784.074626867,725.776119402985,637.1492537313433,1362.9253731343283
R127,14 ST,20:00:00,246390480.50746268,68859597.91044776,1949.134328358209,745.3582089552239,2694.492537313433
N078,14 ST,20:00:00,259918367.93333334,43846378.333333336,2000.6,1010.7333333333333,3011.3333333333335
N510,14 ST,20:00:00,229295820.43283582,145391924.50746268,195.76119402985074,104.16417910447761,299.92537313432837
R128,14 ST,20:00:00,29237426.28358209,16325227.776119404,944.1492537313433,348.1940298507463,1292.3432835820895
N513,14 ST,20:00:00,5309900.223880597,4434159.0,249.6417910447761,264.2089552238806,513.8507462686567
N078,14 ST,21:00:00,260587257.07462686,44223011.268656716,1692.1492537313434,871.0597014925373,2563.208955223881
R127,14 ST,22:41:28,247442494.0,69477602.0,251.0,75.0,326.0
R127,14 ST,23:00:00,247087836.13333333,69230918.06666666,837.1333333333333,289.73333333333335,1126.8666666666666
N513,14 ST,23:00:00,5143662.866666666,4239445.0,110.33333333333333,110.93333333333334,221.26666666666668
N511,14 ST,23:00:00,10441600.333333334,8250854.933333334,75.93333333333334,35.666666666666664,111.6
N512,14 ST,23:00:00,25151880.466666665,31411189.733333334,305.93333333333334,281.06666666666666,587.0
N510,14 ST,23:00:00,223693289.26666668,142691249.4,81.73333333333333,43.46666666666667,125.2
R128,14 ST,23:00:00,29182071.2,16272740.933333334,475.2,126.86666666666666,602.0666666666667
