CA,STATION,TIME,ENTRIES,EXITS,DELTA_ENTRY,DELTA_EXIT,TOTAL_DELTA
A043,CANAL ST,17:00:00,769045871.0298507,927032927.6865672,3812.2537313432836,2095.4477611940297,5907.701492537313
A046,CANAL ST,17:26:15,2172776344.0,663912551.0,3160.0,1221.0,4381.0
A043,CANAL ST,17:47:55,767179608.0,925433114.0,1842.0,818.0,2660.0
N090,CANAL ST,19:00:00,14778649.066666666,22027181.733333334,423.06666666666666,271.6,694.6666666666666
N089,CANAL ST,19:00:00,939450035.3333334,574969541.6666666,1152.6,596.4,1749.0
A046,CANAL ST,20:00:00,2173822507.0666666,666420203.2666667,2441.9333333333334,955.0,3396.9333333333334
A043,CANAL ST,20:00:00,768470245.7333333,926503043.4666667,1505.5333333333333,628.0,2133.5333333333333
N090,CANAL ST,20:00:00,14853358.820895523,22073030.95522388,381.8955223880597,225.8955223880597,607.7910447761194
N089,CANAL ST,20:00:00,939945253.5074627,575377458.4776119,1034.9701492537313,527.8955223880597,1562.865671641791
R120,CANAL ST,20:00:00,2601313.7333333334,11490768.666666666,51.333333333333336,174.86666666666667,226.2
A066,CANAL ST,20:00:00,240411017.8,1360928160.6666667,1349.6,257.6666666666667,1607.2666666666667
R119,CANAL ST,20:00:00,13387950.8,4581824.4,182.13333333333333,44.93333333333333,227.06666666666666
R119,CANAL ST,21:00:00,16487901.059701493,5670759.925373134,231.49253731343285,47.701492537313435,279.1940298507463
A046,CANAL ST,21:00:00,2171068883.1791043,665253744.3880597,1964.3283582089553,795.2686567164179,2759.597014925373
A043,CANAL ST,21:00:00,768873484.5522388,926963563.8656716,1167.0746268656717,493.5223880597015,1660.597014925373
A066,CANAL ST,21:00:00,256200989.6567164,1461316321.2686567,995.6119402985074,176.1492537313433,1171.7611940298507
R120,CANAL ST,21:00:00,2617040.9677419355,11539917.983870968,45.096774193548384,172.29032258064515,217.38709677419354
N090,CANAL ST,23:00:00,14376597.133333333,20761693.466666665,173.8,60.666666666666664,234.46666666666667
N089,CANAL ST,23:00:00,939451187.9333333,574970138.0666667,388.3333333333333,159.93333333333334,548.2666666666667
