CA,STATION,TIME,ENTRIES,EXITS,DELTA_ENTRY,DELTA_EXIT,TOTAL_DELTA
R232,33 ST,08:00:00,23358606.0,25430478.133333333,2192.0333333333333,3297.766666666667,5489.8
R231A,33 ST,08:00:00,17586105.566666666,10672685.666666666,1286.6333333333334,2022.5,3309.133333333333
R231,33 ST,08:00:00,43060448.0,20714435.1,1873.8666666666666,2163.7,4037.5666666666666
R232A,33 ST,08:00:00,199513449.7,72711824.43333334,788.2,1251.7666666666667,2039.9666666666667
R232,33 ST,08:08:14,20837702.0,22777971.0,2214.0,3863.0,6077.0
R231,33 ST,08:10:40,43462203.0,20898256.0,577.0,516.0,1093.0
R232,33 ST,08:13:00,21128008.0,23096329.0,813.0,1303.0,2116.0
R232A,33 ST,08:14:07,102496506.0,68834539.0,222.0,437.0,659.0
R232,33 ST,08:15:23,21463597.0,23457698.0,513.0,888.0,1401.0
R231A,33 ST,08:31:23,16345662.0,10529210.0,252.0,449.0,701.0
R232A,33 ST,08:32:46,102561779.0,68896231.0,113.0,287.0,400.0
R231A,33 ST,08:33:14,16520425.0,10656768.0,241.0,477.0,718.0
R231,33 ST,08:37:33,43410321.0,20867735.0,289.0,283.0,572.0
R231A,33 ST,08:38:59,18418495.0,12071657.0,200.0,270.0,470.0
R231A,33 ST,08:42:18,18375629.0,12038187.0,155.0,283.0,438.0
R231A,33 ST,08:49:10,16389937.0,10561414.0,107.0,111.0,218.0
R232,33 ST,08:49:40,21464110.0,23458586.0,156.0,358.0,514.0
R231,33 ST,09:00:00,43537862.25714286,20976975.114285715,1731.6914285714286,1702.4685714285715,3434.16
R232,33 ST,09:00:00,23769211.182857145,25848446.94857143,1805.4114285714286,2509.1257142857144,4314.5371428571425
R232A,33 ST,09:00:00,205518754.36571428,71706998.85714285,769.1657142857143,978.2742857142857,1747.44
R231A,33 ST,09:00:00,18556853.805714287,12200897.051428571,1120.3942857142856,1675.4057142857143,2795.8
R232A,33 ST,09:16:03,220993595.0,69290844.0,315.0,532.0,847.0
R232,33 ST,09:19:54,21040481.0,23001285.0,1752.0,2431.0,4183.0
R232A,33 ST,09:20:32,102573951.0,68907231.0,710.0,873.0,1583.0
R231,33 ST,09:22:23,39899315.0,19015125.0,328.0,450.0,778.0
R231A,33 ST,09:25:24,16346066.0,10530008.0,1019.0,1258.0,2277.0
R232A,33 ST,09:26:53,102562011.0,68896733.0,606.0,866.0,1472.0
R231A,33 ST,09:30:06,16390278.0,10562041.0,910.0,1297.0,2207.0
R231A,33 ST,09:49:29,16537280.0,10669041.0,333.0,612.0,945.0
R231,33 ST,10:00:51,39899643.0,19015575.0,1496.0,1001.0,2497.0
R232,33 ST,10:57:23,20908524.0,22856032.0,686.0,989.0,1675.0
R231,33 ST,11:02:22,43411482.0,20869224.0,840.0,600.0,1440.0
R231A,33 ST,11:03:46,18419311.0,12073115.0,561.0,561.0,1122.0
R231A,33 ST,11:07:36,16537613.0,10669653.0,547.0,559.0,1106.0
R232A,33 ST,11:14:22,220993910.0,69291376.0,142.0,91.0,233.0
R232A,33 ST,11:44:08,102621534.0,68951868.0,272.0,236.0,508.0
R231A,33 ST,11:46:10,13696263.0,5677448.0,52.0,57.0,109.0
R231,33 ST,12:00:00,43062321.86666667,20716598.8,2600.6666666666665,1260.5,3861.1666666666665
R232,33 ST,12:00:00,23218135.833333332,25267157.666666668,1785.6333333333334,1611.4,3397.0333333333333
R231A,33 ST,12:00:00,17665375.733333334,10828756.0,1558.6333333333334,1026.7333333333333,2585.366666666667
R232A,33 ST,12:00:00,203428918.66666666,71594621.13333334,908.5333333333333,635.9333333333333,1544.4666666666667
R232,33 ST,12:05:18,21149022.0,23120400.0,404.0,404.0,808.0
R232,33 ST,13:00:00,23625096.57142857,25692055.365714286,2060.6057142857144,1698.3942857142856,3759.0
R231,33 ST,13:00:00,43563095.88,20996726.514285713,3210.8914285714286,1281.462857142857,4492.354285714286
R231A,33 ST,13:00:00,18557993.457142856,12202596.954285715,2060.5657142857144,1182.6914285714286,3243.2571428571428
R232A,33 ST,13:00:00,193625484.15428573,71029880.38857143,1087.9942857142858,677.7771428571428,1765.7714285714285
R231,33 ST,13:55:58,43412799.0,20870139.0,2851.0,1144.0,3995.0
R231A,33 ST,13:57:21,18420214.0,12073982.0,1807.0,1078.0,2885.0
R231A,33 ST,14:44:52,16522381.0,10659321.0,1487.0,723.0,2210.0
R232A,33 ST,14:59:07,102482373.0,68822085.0,670.0,460.0,1130.0
R232,33 ST,15:05:24,21024571.0,22984456.0,1305.0,835.0,2140.0
R232,33 ST,16:00:00,23362657.466666665,25435516.066666666,3070.2,1800.9333333333334,4871.133333333333
R231A,33 ST,16:00:00,17650232.533333335,10800968.133333333,3082.3333333333335,1272.0,4354.333333333333
R232A,33 ST,16:00:00,184974874.53333333,69917529.66666667,1908.0,648.4666666666667,2556.4666666666667
R231,33 ST,16:00:00,43064922.53333333,20717859.3,4343.9,1588.0333333333333,5931.933333333333
R232A,33 ST,17:00:00,186825984.8,69599525.97142857,1653.1657142857143,560.9542857142857,2214.12
R231A,33 ST,17:00:00,18548101.09142857,12177320.542857142,2663.942857142857,1283.2,3947.1428571428573
R232,33 ST,17:00:00,23758255.40229885,25837714.333333332,2740.3505747126437,1540.396551724138,4280.747126436781
R231,33 ST,17:00:00,43594862.662857145,21019752.64,3740.2228571428573,1442.0628571428572,5182.285714285715
R232,33 ST,20:00:00,23361491.166666668,25432934.291666668,792.875,426.2083333333333,1219.0833333333333
R231A,33 ST,20:00:00,17660766.208333332,10823756.666666666,954.9583333333334,365.5416666666667,1320.5
R232A,33 ST,20:00:00,181059972.70833334,68798087.79166667,396.0833333333333,154.25,550.3333333333334
R231,33 ST,20:00:00,43063783.625,20716373.458333332,1438.75,520.875,1959.625
R231A,33 ST,21:00:00,18556196.192857143,12196202.035714285,692.5857142857143,293.5,986.0857142857143
R231,33 ST,21:00:00,43593059.114285715,21018134.985714287,1034.8857142857144,372.62857142857143,1407.5142857142857
R232,33 ST,21:00:00,23771557.214285713,25849833.464285713,491.55,313.1357142857143,804.6857142857143
R232A,33 ST,21:00:00,187664494.0,69647882.48920864,261.57553956834533,118.62589928057554,380.2014388489209
