CA,STATION,TIME,ENTRIES,EXITS,DELTA_ENTRY,DELTA_EXIT,TOTAL_DELTA
N510,14 ST,07:00:00,224003790.6,142728577.5,819.5333333333333,2169.9,2989.4333333333334
R128,14 ST,07:00:00,29185986.1,16274657.1,1937.2,1032.4,2969.6
R127,14 ST,07:00:00,246784710.56666666,69025815.0,2008.7,2203.9333333333334,4212.633333333333
N512,14 ST,07:00:00,25154488.066666666,31415100.633333333,572.4333333333333,2459.233333333333,3031.6666666666665
N511,14 ST,07:00:00,12880737.1,9918299.266666668,278.1,1669.8666666666666,1947.9666666666667
N513,14 ST,07:08:06,5218872.0,4316352.0,137.0,169.0,306.0
N511,14 ST,07:15:00,2263111.0,780048.0,0.0,1.0,1.0
R127,14 ST,07:15:55,242446172.0,66674034.0,2167.0,2298.0,4465.0
N511,14 ST,07:16:23,11350301.0,8876316.0,28.0,231.0,259.0
N513,14 ST,07:19:52,5319182.0,4428462.0,48.0,126.0,174.0
N512,14 ST,07:33:01,25425540.0,31817363.0,58.0,278.0,336.0
N078,14 ST,07:42:36,255311817.0,37224920.0,818.0,1455.0,2273.0
N510,14 ST,07:42:54,17948510.0,20328660.0,40.0,110.0,150.0
R128,14 ST,07:45:12,26317507.0,14660827.0,124.0,116.0,240.0
R127,14 ST,07:48:16,247644749.0,69515850.0,112.0,109.0,221.0
R127,14 ST,07:53:36,242977816.0,66968373.0,58.0,108.0,166.0
N512,14 ST,07:53:48,23698487.0,29322109.0,18.0,91.0,109.0
N510,14 ST,07:54:29,18026065.0,20409781.0,15.0,88.0,103.0
R127,14 ST,08:00:00,246366462.87283236,68846789.31213872,2198.208092485549,2246.491329479769,4444.699421965318
N078,14 ST,08:00:00,259930100.56666666,43856117.0,2422.4,5630.766666666666,8053.166666666667
R128,14 ST,08:00:00,29189537.11494253,16299768.908045977,1811.396551724138,1036.103448275862,2847.5
N511,14 ST,08:00:00,13073180.92,10101589.971428571,357.97714285714284,1575.1142857142856,1933.0914285714287
N513,14 ST,08:00:00,5308095.257142857,4432876.3257142855,911.4342857142857,1362.222857142857,2273.657142857143
N510,14 ST,08:00:00,229722670.4,145866990.58857143,816.4571428571429,1965.1257142857144,2781.582857142857
N512,14 ST,08:00:00,25442068.71264368,31833830.643678162,640.5172413793103,2295.942528735632,2936.4597701149423
R127,14 ST,08:00:38,243009235.0,66984665.0,721.0,709.0,1430.0
R127,14 ST,08:10:37,247644943.0,69516090.0,2344.0,2269.0,4613.0
R128,14 ST,08:10:47,28828177.0,15947957.0,1531.0,776.0,2307.0
N512,14 ST,08:14:40,23291098.0,28728821.0,476.0,1900.0,2376.0
N512,14 ST,08:16:56,23692555.0,29313623.0,666.0,2199.0,2865.0
R127,14 ST,08:17:33,242430415.0,66666456.0,1753.0,1760.0,3513.0
N078,14 ST,08:24:15,254665785.0,36712307.0,2091.0,4929.0,7020.0
R127,14 ST,08:29:30,242304950.0,66596948.0,1647.0,1571.0,3218.0
N512,14 ST,08:32:53,23581004.0,29152442.0,596.0,2082.0,2678.0
R128,14 ST,08:33:07,28804974.0,15934991.0,1375.0,651.0,2026.0
R128,14 ST,08:33:22,29192112.0,16167671.0,1498.0,920.0,2418.0
R127,14 ST,08:34:43,242777574.0,66857868.0,1974.0,1968.0,3942.0
N513,14 ST,08:35:44,5269295.0,4371469.0,857.0,2584.0,3441.0
N512,14 ST,08:44:53,23575368.0,29144064.0,523.0,1796.0,2319.0
R128,14 ST,08:45:01,29185074.0,16163594.0,1250.0,820.0,2070.0
N510,14 ST,08:47:50,18136563.0,20421538.0,609.0,1561.0,2170.0
R127,14 ST,08:55:37,243009956.0,66985374.0,1789.0,1879.0,3668.0
N078,14 ST,09:00:00,259415156.81714284,44222833.74285714,2247.942857142857,4685.954285714286,6933.897142857143
N512,14 ST,09:01:28,25350201.0,31710364.0,468.0,1437.0,1905.0
R127,14 ST,09:05:45,242978692.0,66969339.0,1544.0,1459.0,3003.0
N512,14 ST,09:20:04,23599364.0,29180021.0,328.0,874.0,1202.0
N512,14 ST,09:25:12,23744173.0,29391765.0,461.0,1181.0,1642.0
R128,14 ST,09:25:54,29011442.0,16058854.0,881.0,684.0,1565.0
R128,14 ST,09:37:56,28846308.0,15958958.0,389.0,348.0,737.0
R127,14 ST,09:39:55,243304617.0,67145999.0,1217.0,1190.0,2407.0
R127,14 ST,10:03:25,242994812.0,66977944.0,82.0,113.0,195.0
R127,14 ST,10:12:38,242994894.0,66978057.0,829.0,750.0,1579.0
N511,14 ST,10:27:41,9727383.0,7430595.0,40.0,172.0,212.0
R128,14 ST,10:27:53,28798806.0,15931491.0,130.0,116.0,246.0
N511,14 ST,11:00:00,12881016.533333333,9919974.866666667,766.6333333333333,793.6666666666666,1560.3
R128,14 ST,11:00:00,29188037.466666665,16275752.533333333,1121.0333333333333,827.4333333333333,1948.4666666666667
N512,14 ST,11:00:00,24860768.233333334,31167691.9,924.5,1460.2666666666667,2384.766666666667
R127,14 ST,11:00:00,247096934.3,69236586.13333334,2378.0333333333333,1460.6666666666667,3838.7
N510,14 ST,11:00:00,224004610.13333333,142730747.4,764.8333333333334,796.3666666666667,1561.2
N513,14 ST,11:00:00,5146565.366666666,4242694.2,704.4,976.5333333333333,1680.9333333333334
N512,14 ST,11:06:33,23599692.0,29180895.0,190.0,356.0,546.0
N078,14 ST,11:34:35,255262134.0,37185405.0,835.0,1244.0,2079.0
N513,14 ST,12:00:00,5313813.537142857,4438177.222857143,870.7771428571428,1004.0457142857143,1874.8228571428572
R128,14 ST,12:00:00,29191369.36781609,16300818.942528736,1438.7931034482758,933.6666666666666,2372.4597701149423
N511,14 ST,12:00:00,13068572.565714287,10085804.965714285,979.0742857142857,840.16,1819.2342857142858
R127,14 ST,12:00:00,246269735.56321838,68788269.43103448,3044.5919540229884,1640.4827586206898,4685.074712643678
N078,14 ST,12:00:00,255967015.46666667,43844772.43333333,4851.233333333334,2705.766666666667,7557.0
N510,14 ST,12:00:00,229683487.9542857,145796314.74857143,948.6914285714286,776.7542857142857,1725.4457142857143
N512,14 ST,12:00:00,25452009.594285715,31849503.297142856,1133.92,1640.5828571428572,2774.502857142857
R127,14 ST,12:04:39,242923999.0,66939917.0,3205.0,1665.0,4870.0
N512,14 ST,12:29:07,23599986.0,29181436.0,1144.0,1670.0,2814.0
N078,14 ST,13:00:00,258612802.06285715,44200046.50285714,6096.891428571428,3042.5085714285715,9139.4
N512,14 ST,14:37:31,23576509.0,29146866.0,4.0,21.0,25.0
N512,14 ST,14:38:54,23576513.0,29146887.0,456.0,631.0,1087.0
N510,14 ST,14:43:39,16792560.0,19046105.0,340.0,270.0,610.0
N512,14 ST,14:58:54,23442798.0,28956293.0,455.0,572.0,1027.0
R127,14 ST,15:00:00,247099312.33333334,69238046.8,4992.266666666666,2078.4333333333334,7070.7
N513,14 ST,15:00:00,5147269.766666667,4243670.733333333,1447.2666666666667,1139.3,2586.5666666666666
R128,14 ST,15:00:00,29189158.5,16276579.966666667,2258.4333333333334,1431.9666666666667,3690.4
N512,14 ST,15:00:00,25156000.866666667,31419083.466666665,2131.4333333333334,2755.7,4887.133333333333
N511,14 ST,15:00:00,12881783.166666666,9920768.533333333,2456.866666666667,1177.0,3633.866666666667
N510,14 ST,15:00:00,224005374.96666667,142731543.76666668,1853.0,816.7666666666667,2669.766666666667
N511,14 ST,16:00:00,13089580.554285714,10112757.76,2703.3771428571426,1209.2457142857143,3912.6228571428574
N513,14 ST,16:00:00,5314684.314285714,4439181.268571429,1396.6742857142858,1056.28,2452.9542857142856
R128,14 ST,16:00:00,29003530.298850574,16195883.011494253,2170.137931034483,1460.867816091954,3631.0057471264367
N510,14 ST,16:00:00,229589065.63428572,145688582.2,1809.92,755.6342857142857,2565.554285714286
N512,14 ST,16:00:00,25443933.99425287,31837928.925287355,2344.787356321839,2826.9885057471265,5171.775862068966
R127,14 ST,16:00:00,246163705.41379312,68701791.43103448,5136.672413793103,2110.1264367816093,7246.798850574713
N078,14 ST,16:00:00,259937443.9,43864617.833333336,8020.2,3218.0333333333333,11238.233333333334
N078,14 ST,17:00:00,260582667.74285713,44213266.474285714,7447.588571428571,3048.24,10495.828571428572
N511,14 ST,19:00:00,12884240.033333333,9921945.533333333,1293.7333333333333,383.3333333333333,1677.0666666666666
N510,14 ST,19:00:00,224007227.96666667,142732360.53333333,761.3333333333334,262.23333333333335,1023.5666666666667
R127,14 ST,19:00:00,247104304.6,69240125.23333333,3350.5333333333333,983.6,4334.133333333333
N512,14 ST,19:00:00,25158132.3,31421839.166666668,1665.0,1209.9,2874.9
R128,14 ST,19:00:00,29191416.933333334,16278011.933333334,1487.4333333333334,658.5666666666667,2146.0
N513,14 ST,19:00:00,5148717.033333333,4244810.033333333,756.7333333333333,445.1666666666667,1201.9
N078,14 ST,20:00:00,259935510.54166666,43860035.25,3081.9583333333335,1043.4166666666667,4125.375
N513,14 ST,20:00:00,5308029.385714286,4433232.292857143,573.5714285714286,285.64285714285717,859.2142857142857
N511,14 ST,20:00:00,13070956.978571428,10100834.342857143,797.8285714285714,212.56428571428572,1010.3928571428571
R128,14 ST,20:00:00,29174575.4676259,16292264.647482015,1323.8561151079136,427.3021582733813,1751.158273381295
R127,14 ST,20:00:00,245315733.5035971,68695883.73381294,2843.7697841726617,713.9928057553957,3557.7625899280574
N512,14 ST,20:00:00,25452541.75,31849629.171428572,1286.5357142857142,779.9142857142857,2066.45
N510,14 ST,20:00:00,229736038.27142859,145890624.62857142,520.8642857142858,156.52857142857144,677.3928571428571
N078,14 ST,21:00:00,260598840.38848922,44255750.89928058,2303.8705035971225,825.68345323741,3129.5539568345325
N512,14 ST,21:18:21,25354618.0,31716411.0,627.0,322.0,949.0
N510,14 ST,23:00:00,223964983.95833334,142726301.75,77.83333333333333,29.583333333333332,107.41666666666667
N513,14 ST,23:00:00,5147464.25,4243141.166666667,98.625,71.0,169.625
N511,14 ST,23:00:00,11234901.625,8821904.125,77.5,26.875,104.375
R127,14 ST,23:00:00,247100686.625,69237271.0,721.7083333333334,208.54166666666666,930.25
N512,14 ST,23:00:00,25156966.291666668,31418780.458333332,229.33333333333334,160.08333333333334,389.4166666666667
R128,14 ST,23:00:00,28958808.708333332,16211663.708333334,375.9583333333333,83.54166666666667,459.5
